GENESIS-Tabelle: Temporär
Bevölkerung: Kreise, Stichtag;;;;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;;;;
;;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag
;;31.12.1995;31.12.1996;31.12.1997;31.12.1998;31.12.1999;31.12.2000;31.12.2001;31.12.2002;31.12.2003;31.12.2004;31.12.2005;31.12.2006;31.12.2007;31.12.2008;31.12.2009;31.12.2010;31.12.2011;31.12.2012;31.12.2013
13004;Schwerin, kreisfreie Stadt;114688;111029;107667;105213;102878;101267;99978;98742;97694;97110;96656;96280;95855;95551;95041;95220;91327;91264;91583
13005;Stralsund, kreisfreie Stadt (bis 03.09.2011);65977;64385;63031;61711;61341;60663;59970;59290;59140;58847;58708;58288;58027;57866;57778;57670;-;-;-
13006;Wismar, kreisfreie Stadt (bis 03.09.2011);50368;49551;48771;48000;47405;47031;46544;46170;45714;45442;45391;45182;45012;44730;44470;44397;-;-;-
13051;Bad Doberan, Landkreis (bis 03.09.2011);100866;105212;109844;113850;116462;118119;118719;119220;119645;119905;119912;119486;118677;118103;117430;117197;-;-;-
13052;Demmin, Landkreis (bis 03.09.2011);99016;98630;98048;97097;95867;94368;92935;91216;89904;88277;86756;85241;83500;81788;80643;79466;-;-;-
13053;Güstrow, Landkreis (bis 03.09.2011);116524;116001;115219;114400;113744;112537;111205;109841;108551;107288;105704;104294;102762;101150;99943;98992;-;-;-
13054;Ludwigslust, Landkreis (bis 03.09.2011);126349;128072;129620;130873;131977;131671;131292;131062;130455;129421;128487;127310;126099;124595;123528;122564;-;-;-
13055;Mecklenburg-Strelitz, Landkreis (bis 03.09.2011);86296;87484;88399;88625;88496;87951;87115;86397;85484;84559;83500;82365;80924;79729;78562;77509;-;-;-
13056;Müritz, Landkreis (bis 03.09.2011);70481;70458;70341;70297;70086;69865;69544;69175;68775;68210;67495;67002;66503;65749;65210;64615;-;-;-
13057;Nordvorpommern, Landkreis (bis 03.09.2011);118342;119295;119763;119717;119517;118878;117722;116474;115190;113842;112177;110906;109448;107963;106664;105547;-;-;-
13058;Nordwestmecklenburg, Landkreis (bis 03.09.2011);113914;116489;118404;120174;121234;121326;121153;120959;120819;120643;120313;119362;118677;117784;117033;116026;-;-;-
13059;Ostvorpommern, Landkreis (bis 03.09.2011);115250;115457;115666;115153;115123;114618;113623;112610;111865;111056;110289;109219;108138;106875;105924;105036;-;-;-
13060;Parchim, Landkreis (bis 03.09.2011);107437;108344;109683;109687;109524;108877;107996;106731;105535;103977;102675;101279;99959;98301;96896;95798;-;-;-
13061;Rügen, Landkreis (bis 03.09.2011);79260;78331;77595;76927;76208;75386;74402;73611;72818;72169;71294;70459;69716;68872;68126;67526;-;-;-
13062;Uecker-Randow, Landkreis (bis 03.09.2011);89526;88830;87981;87442;86399;85086;83459;81632;80308;78794;77152;76262;75392;74194;73027;72137;-;-;-
13071;Mecklenburgische Seenplatte, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;266593;264261;262412
13072;Rostock, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;211863;210732;210555
13073;Vorpommern-Rügen, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;224751;223718;223109
13074;Nordwestmecklenburg, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;156004;155801;155265
13075;Vorpommern-Greifswald, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;240971;239291;238185
13076;Ludwigslust-Parchim, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;213577;212373;211965
14161;Chemnitz, kreisfreie Stadt (bis 31.07.2008);266737;259187;259126;251903;263222;259246;255798;252618;249922;248365;246587;245700;244951;-;-;-;-;-;-
14166;Plauen, kreisfreie Stadt (bis 31.07.2008);68033;67378;66497;66305;71955;71543;71155;70534;70070;69422;68892;68430;67613;-;-;-;-;-;-
14167;Zwickau, kreisfreie Stadt (bis 31.07.2008);102563;102752;101130;98840;104146;103008;101726;100892;99846;98742;97832;96786;95841;-;-;-;-;-;-
14171;Annaberg, Landkreis (bis 31.07.2008);92049;91470;90819;90192;89304;88300;87200;86285;85225;84299;83407;82383;81438;-;-;-;-;-;-
14173;Chemnitzer Land, Landkreis (bis 31.07.2008);153081;154046;154560;154832;142396;141271;139814;138259;137053;135923;134539;133014;131431;-;-;-;-;-;-
14177;Freiberg, Landkreis (bis 31.07.2008);155806;156190;156423;155619;154475;153066;151560;149804;148322;146747;144954;143343;141622;-;-;-;-;-;-
14178;Vogtlandkreis (bis 31.07.2008);216043;215445;214150;212681;204627;202685;200388;198174;195888;193736;191318;188568;186059;-;-;-;-;-;-
14181;Mittlerer Erzgebirgskreis (bis 31.07.2008);99073;99172;96926;96127;95417;94484;93483;92417;91548;90549;89439;88030;86667;-;-;-;-;-;-
14182;Mittweida, Landkreis (bis 31.07.2008);143795;144685;145053;144859;139546;138138;136684;135257;133881;132505;131226;129586;127960;-;-;-;-;-;-
14188;Stollberg, Landkreis (bis 31.07.2008);99482;99822;95033;95148;94681;93934;93041;92167;91273;90483;89499;88259;87237;-;-;-;-;-;-
14191;Aue-Schwarzenberg, Landkreis (bis 31.07.2008);150082;148105;146191;144279;142687;140483;138331;136245;134291;132683;130880;129246;127229;-;-;-;-;-;-
14193;Zwickauer Land, Landkreis (bis 31.07.2008);146226;144115;144387;143980;136475;135126;133741;132124;130834;129952;128630;127192;125675;-;-;-;-;-;-
14262;Dresden, kreisfreie Stadt (bis 31.07.2008);469110;461303;459222;452827;476668;477807;478631;480228;483632;487421;495181;504795;507513;-;-;-;-;-;-
14263;Görlitz, kreisfreie Stadt (bis 31.07.2008);66118;64518;63301;62076;62871;61599;60264;59284;58518;58154;57629;57111;56724;-;-;-;-;-;-
14264;Hoyerswerda, kreisfreie Stadt (bis 31.07.2008);60025;57566;55563;54157;52249;50203;47917;46381;45011;43899;42607;41562;40294;-;-;-;-;-;-
14272;Bautzen, Landkreis (bis 31.07.2008);162536;162217;161587;160486;159127;157502;155487;153897;152391;151113;150002;147994;146197;-;-;-;-;-;-
14280;Meißen, Landkreis (bis 31.07.2008);164000;165530;161560;157946;153909;153139;152044;151204;150550;150304;150054;148840;148268;-;-;-;-;-;-
14284;Niederschlesischer Oberlausitzkreis (b.31.07.2008);113375;113551;113150;112107;108095;106137;103469;101612;100043;98391;96773;94750;93239;-;-;-;-;-;-
14285;Riesa-Großenhain, Landkreis (bis 31.07.2008);127756;127267;126376;124991;123699;122274;120539;118927;117606;116229;114668;112855;111075;-;-;-;-;-;-
14286;Löbau-Zittau, Landkreis (bis 31.07.2008);163403;162158;160946;159172;157472;155289;152304;150031;147847;145995;143383;140982;138772;-;-;-;-;-;-
14287;Sächsische Schweiz, Landkreis (bis 31.07.2008);159584;160559;161444;161542;148797;147180;145373;143677;142662;141450;140046;138486;137010;-;-;-;-;-;-
14290;Weißeritzkreis (bis 31.07.2008);114960;117597;119332;124778;125200;125460;124763;124155;123408;122892;122036;121239;120645;-;-;-;-;-;-
14292;Kamenz, Landkreis (bis 31.07.2008);160420;163201;165240;165910;156616;155972;154954;153742;152675;151828;150103;148500;146979;-;-;-;-;-;-
14365;Leipzig, kreisfreie Stadt (bis 31.07.2008);470778;457173;446491;437101;489532;493208;493052;494795;497531;498491;502651;506578;510512;-;-;-;-;-;-
14374;Delitzsch, Landkreis (bis 31.07.2008);97139;98062;99047;99006;127081;128338;127162;125923;124874;124271;123192;122004;120775;-;-;-;-;-;-
14375;Döbeln, Landkreis (bis 31.07.2008);81555;80927;80385;79821;79018;77942;76681;75523;74342;73379;72545;71528;70533;-;-;-;-;-;-
14379;Leipziger Land, Landkreis (bis 31.07.2008);234881;241662;247282;250974;161071;153973;152687;151244;150376;149049;147894;146816;145366;-;-;-;-;-;-
14383;Muldentalkreis (bis 31.07.2008);123100;125147;126973;128166;136425;136545;135459;134351;133401;132590;131564;130297;129166;-;-;-;-;-;-
14389;Torgau-Oschatz, Landkreis (bis 31.07.2008);104893;104897;104218;103590;102925;101729;100485;99309;98417;97422;96223;94900;93409;-;-;-;-;-;-
14511;Chemnitz, kreisfreie Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;243880;243089;243248;240543;241210;242022
14521;Erzgebirgskreis;-;-;-;-;-;-;-;-;-;-;-;-;-;377245;372390;368167;359103;355275;351309
14522;Mittelsachsen, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;335797;332236;328342;320062;317204;314591
14523;Vogtlandkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;250246;247196;244402;238443;236227;233970
14524;Zwickau, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;348834;345118;341932;333291;330294;327062
14612;Dresden, kreisfreie Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;512234;517052;523058;517765;525105;530754
14625;Bautzen, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;328990;325032;321511;313618;310898;308350
14626;Görlitz, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;284790;281076;276924;267815;264673;262168
14627;Meißen, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;256638;254483;253069;246237;244717;243716
14628;Sächsische Schweiz-Osterzgebirge, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;255459;253843;252308;246275;245927;245939
14713;Leipzig, kreisfreie Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;515469;518862;522883;510043;520838;531562
14729;Leipzig, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;271863;269694;267410;260925;259207;257596
14730;Nordsachsen, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;-;211356;208661;206223;200062;198629;197346
15001;Dessau-Roßlau, kreisfreie Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;88693;87764;86906;85488;84606;83616
15002;Halle (Saale), kreisfreie Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;233013;232323;232963;230494;231440;231565
15003;Magdeburg, kreisfreie Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;230047;230456;231525;228910;229924;231021
15081;Altmarkkreis Salzwedel;-;-;-;-;-;-;-;-;-;-;-;-;93323;91922;90471;89512;87624;86878;86312
15082;Anhalt-Bitterfeld, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;184877;182023;179263;176642;170827;168475;166828
15083;Börde, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;185457;182866;180702;178880;175198;174001;172955
15084;Burgenlandkreis;-;-;-;-;-;-;-;-;-;-;-;-;201932;199186;196422;194195;188149;186081;184956
15085;Harz, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;241017;237653;234690;232343;225191;223094;221043
15086;Jerichower Land, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;99693;98122;97355;96251;93242;92367;91721
15087;Mansfeld-Südharz, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;158223;155255;152523;150295;146659;144735;143246
15088;Saalekreis;-;-;-;-;-;-;-;-;-;-;-;-;203989;201273;199025;196946;190747;189217;187690
15089;Salzlandkreis;-;-;-;-;-;-;-;-;-;-;-;-;219222;215591;212605;209579;203785;201210;198715
15090;Stendal, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;127464;125429;123674;121899;118268;116666;115471
15091;Wittenberg, Landkreis;-;-;-;-;-;-;-;-;-;-;-;-;142906;140799;138946;137070;132154;130699;129438
15101;Dessau, kreisfreie Stadt (bis 30.06.2007);90945;90131;88607;86623;85000;83153;80965;79449;78380;77393;78360;77394;89934;-;-;-;-;-;-
15151;Anhalt-Zerbst, Landkreis (bis 30.06.2007);79454;79440;79508;79240;78697;77921;76886;75888;74803;73766;69110;68086;-;-;-;-;-;-;-
15153;Bernburg, Landkreis (bis 30.06.2007);73055;72679;72387;71954;71172;70317;69318;68349;67352;66361;65454;64372;-;-;-;-;-;-;-
15154;Bitterfeld, Landkreis (bis 30.06.2007);117583;116822;115593;113705;111900;109289;106959;104696;102702;100893;99821;98285;-;-;-;-;-;-;-
15159;Köthen, Landkreis (bis 30.06.2007);72688;72636;72073;71577;71249;70614;69791;68906;67949;66831;65564;64675;-;-;-;-;-;-;-
15171;Wittenberg, Landkreis (bis 30.06.2007);139421;138530;136931;135812;134356;132155;129689;127919;125906;124321;122467;120818;-;-;-;-;-;-;-
15202;Halle (Saale), kreisfreie Stadt (bis 30.06.2007);282784;276624;268365;260838;254360;247736;243045;239355;240119;238497;237198;235720;234295;-;-;-;-;-;-
15256;Burgenlandkreis (bis 30.06.2007);149668;148566;147423;146368;145091;143340;141233;139353;137581;135812;133650;131750;-;-;-;-;-;-;-
15260;Mansfelder Land, Landkreis (bis 30.06.2007);113869;112880;111955;110975;109652;108067;106523;104970;103261;101754;100191;98538;-;-;-;-;-;-;-
15261;Merseburg-Querfurt, Landkreis (bis 30.06.2007);140569;139625;138569;137930;136923;135475;134105;132180;130547;132634;131573;130434;-;-;-;-;-;-;-
15265;Saalkreis (bis 30.06.2007);68803;72520;76239;79053;81063;82012;81812;81496;80981;77201;76521;75712;-;-;-;-;-;-;-
15266;Sangerhausen, Landkreis (bis 30.06.2007);72087;71484;70900;70165;69352;68263;67108;66134;65232;64322;63429;62446;-;-;-;-;-;-;-
15268;Weißenfels, Landkreis (bis 30.06.2007);81647;81337;81150;80332;79691;78922;77712;76672;75591;74913;74077;73347;-;-;-;-;-;-;-
15303;Magdeburg, kreisfreie Stadt (bis 30.06.2007);257656;251031;245509;239462;235073;231450;229755;228170;227535;226675;229126;229826;230140;-;-;-;-;-;-
15352;Aschersleben-Staßfurt, Landkreis (bis 30.06.2007);109299;108627;107514;106418;105059;103687;102250;100218;98484;96826;95325;93630;-;-;-;-;-;-;-
15355;Bördekreis (bis 30.06.2007);81290;81898;82101;81417;81217;80775;78926;78287;77372;76479;75413;74395;-;-;-;-;-;-;-
15357;Halberstadt, Landkreis (bis 30.06.2007);81930;81616;81333;80841;80201;79518;78637;77876;77134;76556;75891;74886;-;-;-;-;-;-;-
15358;Jerichower Land, Landkreis (bis 30.06.2007);100662;101543;101244;101500;101369;100843;99994;98897;97733;96708;97159;95922;-;-;-;-;-;-;-
15362;Ohrekreis (bis 30.06.2007);110762;113361;115867;117447;118083;118132;117640;117136;116593;115734;114667;113438;-;-;-;-;-;-;-
15363;Stendal, Landkreis (bis 30.06.2007);147436;146398;145166;143719;142536;140604;138553;136866;135647;133187;131267;129481;-;-;-;-;-;-;-
15364;Quedlinburg, Landkreis (bis 30.06.2007);83229;82271;81577;80654;79913;78836;77783;76812;75714;74346;73243;72011;-;-;-;-;-;-;-
15367;Schönebeck, Landkreis (bis 30.06.2007);80476;80142;79569;78931;78404;77477;76326;75321;74256;73279;72169;70912;-;-;-;-;-;-;-
15369;Wernigerode, Landkreis (bis 30.06.2007);98244;97918;97609;97122;96548;95655;95188;94556;93793;92773;92001;91164;-;-;-;-;-;-;-
15370;Altmarkkreis Salzwedel (bis 30.06.2007);105371;105541;104501;102407;101828;101134;100428;99405;98276;97176;96040;94545;-;-;-;-;-;-;-
16051;Erfurt, kreisfreie Stadt;211108;208179;205361;202931;201267;200564;200126;199967;201645;202450;202844;202658;202929;203333;203830;204994;201952;203485;204880
16052;Gera, kreisfreie Stadt;123555;121156;118733;116419;114718;112835;109926;108082;106365;105153;103948;102733;101618;100643;99987;99262;95746;95384;94977
16053;Jena, kreisfreie Stadt;101061;100278;99273;99095;99779;99893;101157;100542;102634;102442;102532;102494;102752;103392;104449;105129;106428;106915;107679
16054;Suhl, kreisfreie Stadt;53591;52556;51208;50182;49206;48025;46765;45569;44529;43652;42689;41861;41015;40173;39526;38776;36570;35967;35665
16055;Weimar, kreisfreie Stadt;62122;61964;62176;62324;62452;62425;63522;64069;64409;64491;64594;64481;64720;64938;65233;65479;62886;63236;63315
16056;Eisenach, kreisfreie Stadt;45337;45007;44733;44368;44499;44442;44242;44306;44081;43915;43727;43626;43308;43051;42847;42750;41708;41744;41567
16061;Eichsfeld, Landkreis;117588;117015;116310;115379;114718;114109;113427;112498;111455;110843;109999;108883;107924;106937;106052;105195;101906;101312;100951
16062;Nordhausen, Landkreis;101870;101309;100743;100112;99355;98609;97685;96628;95620;94519;93612;92630;91762;91120;90357;89963;86734;85921;85380
16063;Wartburgkreis;149060;148174;147450;146708;145712;144677;143646;142595;141001;139805;138337;136678;135058;133451;131820;130560;128105;127227;126283
16064;Unstrut-Hainich-Kreis;122229;122068;121101;120816;120643;119504;118446;117324;116069;115100;113962;112620;111643;110581;109606;108758;105683;104947;104245
16065;Kyffhäuserkreis;98144;97499;96749;96135;95290;94343;92983;91940;90758;89517;88307;87058;85362;83835;82650;81449;79464;78618;77656
16066;Schmalkalden-Meiningen, Landkreis;146868;146348;145878;145190;144546;143702;142488;141055;139637;138642;137267;135805;134262;132780;131312;129982;127042;126208;125574
16067;Gotha, Landkreis;148373;148868;149532;149625;149491;148527;147418;146632;145383;144833;143745;142491;141405;140041;138857;138056;135986;135376;135155
16068;Sömmerda, Landkreis;82635;82543;82483;82158;81884;81204;80323;79592;78671;77831;76865;76097;75257;74359;73688;72877;71544;71005;70833
16069;Hildburghausen, Landkreis;75168;75085;74990;74720;74167;73839;73246;72769;72000;71521;71022;70210;69425;68596;67816;67007;66007;65540;65032
16070;Ilm-Kreis;123390;122890;122903;122714;122513;121806;121040;120446;119336;118112;117014;115753;114445;113416;112804;112350;110135;109531;108958
16071;Weimarer Land, Landkreis;89261;90414;91566;91790;91937;91443;90905;90262;89480;88862;88292;87399;86568;85509;84935;84693;82458;82016;81704
16072;Sonneberg, Landkreis;70721;70193;69639;69146;68423;67833;67175;66562;65683;64983;64005;63122;62384;61315;60560;59954;58465;57802;57252
16073;Saalfeld-Rudolstadt, Landkreis;139040;138529;137282;135425;134307;132885;131015;129610;127910;126692;125087;123516;121542;119817;118303;116818;112555;111463;110307
16074;Saale-Holzland-Kreis;92226;92901;93551;93847;93679;93929;93404;92969;92311;91470;90761;89827;88935;88199;87400;86809;84677;84282;84001
16075;Saale-Orla-Kreis;102247;101598;101185;100472;99651;98592;97568;96607;95376;94501;93281;92093;90910;89825;88632;87799;85259;84435;83654
16076;Greiz, Landkreis;127536;127186;126815;126137;125156;123869;122459;121129;119500;118053;116320;114384;112682;110747;109003;107555;104464;103297;102167
16077;Altenburger Land, Landkreis;120655;119359;118487;117143;115689;114200;112421;110887;109304;107893;106365;104721;103313;101705;100215;98810;95829;94749;93605
_____
Ab 2011: Ergebnisse auf Grundlage des Zensus 2011.
_____
(C)opyright Statistisches Bundesamt, Wiesbaden 2015
Stand: 09.06.2015 / 10:28:56
